fiscal_year,cip_number,cip_year_id,project_title,location,project_desc,FY,amt_type,operating_impact_amt,appropriated_amt,agency_amt,planning_amt,bof_amt,boe_amt,budget_amt,total_amt,source,source_code,source_name,bureau_program,bureau_name,contract_number,has_prior_appropriation,has_prior_request,request_year_min,request_year_max,request_year_list,n_request_year,request_year_range,budget_year_min,budget_year_max,n_budget_year
2024,557-273,557-273_2024,BC 6518 Kidds Schoolhouse Road over Prettyboy Reservoir,Kidds Schoolhouse Road Bridge,"Under this on-going program, facilities in the City-owned watersheds are to be repaired or replaced, cleaned and painted. This includes bridges such as BC 6507, BC 6510, BC 6513, and others.",FY2024,Total,0,0,432000,432000,432000,432000,432000,432000,NA,NA,NA,557,DPW: Water Supply,NA,FALSE,FALSE,2024,2024,,1,1,2024,2024,1
2024,557-274,557-274_2024,Quantitative Audit and Loss Reduction of Water in Distribution System,Citywide,"A systematic and detailed approach to conducting a quantity-based and standardized water audit, with a focus on areas subject to historical high losses to reduce water loss
and non-revenue water within the Baltimore City Water Distribution System.",FY2024,Source,0,0,1686000,1686000,1686000,1686000,1686000,1686000,301   Water Revenue Bonds,301,Water Revenue Bonds,557,DPW: Water Supply,NA,FALSE,FALSE,2024,2024,,1,1,2024,2024,1
2024,557-274,557-274_2024,Quantitative Audit and Loss Reduction of Water in Distribution System,Citywide,"A systematic and detailed approach to conducting a quantity-based and standardized water audit, with a focus on areas subject to historical high losses to reduce water loss
and non-revenue water within the Baltimore City Water Distribution System.",FY2024,Source,0,0,1554000,1554000,1554000,1554000,1554000,1554000,402   Water Utility Funds,402,Water Utility Funds,557,DPW: Water Supply,NA,FALSE,FALSE,2024,2024,,1,1,2024,2024,1
2024,557-274,557-274_2024,Quantitative Audit and Loss Reduction of Water in Distribution System,Citywide,"A systematic and detailed approach to conducting a quantity-based and standardized water audit, with a focus on areas subject to historical high losses to reduce water loss
and non-revenue water within the Baltimore City Water Distribution System.",FY2024,Source,0,0,3240000,3240000,3240000,3240000,3240000,3240000,700   County Grants,700,County Grants,557,DPW: Water Supply,NA,FALSE,FALSE,2024,2024,,1,1,2024,2024,1
2024,557-274,557-274_2024,Quantitative Audit and Loss Reduction of Water in Distribution System,Citywide,"A systematic and detailed approach to conducting a quantity-based and standardized water audit, with a focus on areas subject to historical high losses to reduce water loss
and non-revenue water within the Baltimore City Water Distribution System.",FY2024,Total,0,0,6480000,6480000,6480000,6480000,6480000,6480000,NA,NA,NA,557,DPW: Water Supply,NA,FALSE,FALSE,2024,2024,,1,1,2024,2024,1
2024,557-275,557-275_2024,Water Main Anode Installation,Citywide,"To decrease the water main failure rate, cathodic protection (CP) retrofitting via sacrifical anodes to existing water main has been considered a useful technique.",FY2024,Source,0,0,864000,864000,864000,864000,864000,864000,402   Water Utility Funds,402,Water Utility Funds,557,DPW: Water Supply,NA,FALSE,FALSE,2024,2024,,1,1,2024,2024,1
2024,557-275,557-275_2024,Water Main Anode Installation,Citywide,"To decrease the water main failure rate, cathodic protection (CP) retrofitting via sacrifical anodes to existing water main has been considered a useful technique.",FY2024,Total,0,0,864000,864000,864000,864000,864000,864000,NA,NA,NA,557,DPW: Water Supply,NA,FALSE,FALSE,2024,2024,,1,1,2024,2024,1
2024,557-276,557-276_2024,Construction Management Assistance for Water Main Replacement Program,Citywide,"The services to be provided include assisting the City Construction Management section with construction monitoring and inspection, , preparation of record drawings, estimating, scheduling, project engineering, and constructability reviews.",FY2024,Source,0,0,12960000,12960000,12960000,12960000,12960000,12960000,301   Water Revenue Bonds,301,Water Revenue Bonds,557,DPW: Water Supply,NA,FALSE,FALSE,2024,2024,,1,1,2024,2024,1
2024,557-276,557-276_2024,Construction Management Assistance for Water Main Replacement Program,Citywide,"The services to be provided include assisting the City Construction Management section with construction monitoring and inspection, , preparation of record drawings, estimating, scheduling, project engineering, and constructability reviews.",FY2024,Total,0,0,12960000,12960000,12960000,12960000,12960000,12960000,NA,NA,NA,557,DPW: Water Supply,NA,FALSE,FALSE,2024,2024,,1,1,2024,2024,1
2024,557-277,557-277_2024,Lead Service Line Inventory & Replacement,Citywide,Lead Service line replacement.,FY2024,Source,0,0,26338000,26338000,26338000,26338000,26338000,26338000,301   Water Revenue Bonds,301,Water Revenue Bonds,557,DPW: Water Supply,NA,FALSE,FALSE,2024,2024,,1,1,2024,2024,1
2024,557-277,557-277_2024,Lead Service Line Inventory & Replacement,Citywide,Lead Service line replacement.,FY2024,Source,0,0,24962000,24962000,24962000,24962000,24962000,24962000,402   Water Utility Funds,402,Water Utility Funds,557,DPW: Water Supply,NA,FALSE,FALSE,2024,2024,,1,1,2024,2024,1
2024,557-277,557-277_2024,Lead Service Line Inventory & Replacement,Citywide,Lead Service line replacement.,FY2024,Source,0,0,51300000,51300000,51300000,51300000,51300000,51300000,700   County Grants,700,County Grants,557,DPW: Water Supply,NA,FALSE,FALSE,2024,2024,,1,1,2024,2024,1
2024,557-277,557-277_2024,Lead Service Line Inventory & Replacement,Citywide,Lead Service line replacement.,FY2024,Total,0,0,102600000,102600000,102600000,102600000,102600000,102600000,NA,NA,NA,557,DPW: Water Supply,NA,FALSE,FALSE,2024,2024,,1,1,2024,2024,1
2024,557-281,557-281_2024,Urgent Needs for Facilities FY 2024,Citywide,This project will address urgent repairs and rehabilitation needs at citywide DPW facilities in FY 2024.,FY2024,Source,0,0,1500000,1500000,1500000,1500000,1500000,1500000,402   Water Utility Funds,402,Water Utility Funds,557,DPW: Water Supply,NA,FALSE,FALSE,2024,2024,,1,1,2024,2024,1
2024,557-281,557-281_2024,Urgent Needs for Facilities FY 2024,Citywide,This project will address urgent repairs and rehabilitation needs at citywide DPW facilities in FY 2024.,FY2024,Source,0,0,1500000,1500000,1500000,1500000,1500000,1500000,700   County Grants,700,County Grants,557,DPW: Water Supply,NA,FALSE,FALSE,2024,2024,,1,1,2024,2024,1
2024,557-281,557-281_2024,Urgent Needs for Facilities FY 2024,Citywide,This project will address urgent repairs and rehabilitation needs at citywide DPW facilities in FY 2024.,FY2024,Total,0,0,3000000,3000000,3000000,3000000,3000000,3000000,NA,NA,NA,557,DPW: Water Supply,NA,FALSE,FALSE,2024,2024,,1,1,2024,2024,1
2024,557-922,557-922_2024,WC-1229 Vernon Pump Station Rehabilitation,"901 Wyman Park Drive, Baltimore, MD",Rehabilitate and repair Vernon Water Pumping Station facilities to maintain the operational function and performance reliability of aging systems and to address Citywide Homeland Security concerns.,FY2024,Source,0,40543000,9450000,9450000,9450000,9450000,9450000,49993000,301   Water Revenue Bonds,301,Water Revenue Bonds,557,DPW: Water Supply,WC1229,TRUE,TRUE,2016,2024,,5,9,2016,2024,5
2024,557-922,557-922_2024,WC-1229 Vernon Pump Station Rehabilitation,"901 Wyman Park Drive, Baltimore, MD",Rehabilitate and repair Vernon Water Pumping Station facilities to maintain the operational function and performance reliability of aging systems and to address Citywide Homeland Security concerns.,FY2024,Source,0,21812000,6350000,6350000,6350000,6350000,6350000,28162000,700   County Grants,700,County Grants,557,DPW: Water Supply,WC1229,TRUE,TRUE,2016,2024,,5,9,2016,2024,5
2024,557-922,557-922_2024,WC-1229 Vernon Pump Station Rehabilitation,"901 Wyman Park Drive, Baltimore, MD",Rehabilitate and repair Vernon Water Pumping Station facilities to maintain the operational function and performance reliability of aging systems and to address Citywide Homeland Security concerns.,FY2024,Total,0,62355000,15800000,15800000,15800000,15800000,15800000,78155000,NA,NA,NA,557,DPW: Water Supply,WC1229,TRUE,TRUE,2016,2024,,5,9,2016,2024,5
2023,557-027,557-027_2023,Ashburton WFP Low Lift Pump Controls and Power Upgrade,Ashburton WFP at 3001 Druid Park Drive,"Replace, rehabilitate, and upgrade the Ashburton WFP Low Lift Pump Station process systems, piping and valve systems, HVAC, electrical, structural, and architectural components to permit continued operations of the Water supply to the region.",FY2023,Source,0,1060000,8861000,8861000,8861000,8861000,8861000,9921000,301   Water Revenue Bonds,301,Water Revenue Bonds,557,DPW: Water Supply,NA,TRUE,TRUE,2019,2023,,3,5,2019,2023,3
2023,557-027,557-027_2023,Ashburton WFP Low Lift Pump Controls and Power Upgrade,Ashburton WFP at 3001 Druid Park Drive,"Replace, rehabilitate, and upgrade the Ashburton WFP Low Lift Pump Station process systems, piping and valve systems, HVAC, electrical, structural, and architectural components to permit continued operations of the Water supply to the region.",FY2023,Source,0,722000,5881000,5881000,5881000,5881000,5881000,6603000,700   County Grants,700,County Grants,557,DPW: Water Supply,NA,TRUE,TRUE,2019,2023,,3,5,2019,2023,3
2023,557-027,557-027_2023,Ashburton WFP Low Lift Pump Controls and Power Upgrade,Ashburton WFP at 3001 Druid Park Drive,"Replace, rehabilitate, and upgrade the Ashburton WFP Low Lift Pump Station process systems, piping and valve systems, HVAC, electrical, structural, and architectural components to permit continued operations of the Water supply to the region.",FY2023,Total,0,1782000,14742000,14742000,14742000,14742000,14742000,16524000,NA,NA,NA,557,DPW: Water Supply,NA,TRUE,TRUE,2019,2023,,3,5,2019,2023,3
2023,557-105,557-105_2023,Montebello WFP 1 & 2 Filter Control Panel,Montebello WFP at 3901 Hillen Road,Replace the filter control panels at Montebello WFP 1 & 2 to maintain operations functionality and performance reliability of aging controls critical to performance and permit compliance.,FY2023,Source,0,1056000,3827000,3827000,3827000,3827000,3827000,4883000,301   Water Revenue Bonds,301,Water Revenue Bonds,557,DPW: Water Supply,NA,TRUE,TRUE,2020,2024,,3,5,2020,2024,3
2023,557-105,557-105_2023,Montebello WFP 1 & 2 Filter Control Panel,Montebello WFP at 3901 Hillen Road,Replace the filter control panels at Montebello WFP 1 & 2 to maintain operations functionality and performance reliability of aging controls critical to performance and permit compliance.,FY2023,Source,0,704000,2551000,2551000,2551000,2551000,2551000,3255000,700   County Grants,700,County Grants,557,DPW: Water Supply,NA,TRUE,TRUE,2020,2024,,3,5,2020,2024,3
2023,557-105,557-105_2023,Montebello WFP 1 & 2 Filter Control Panel,Montebello WFP at 3901 Hillen Road,Replace the filter control panels at Montebello WFP 1 & 2 to maintain operations functionality and performance reliability of aging controls critical to performance and permit compliance.,FY2023,Total,0,1760000,6378000,6378000,6378000,6378000,6378000,8138000,NA,NA,NA,557,DPW: Water Supply,NA,TRUE,TRUE,2020,2024,,3,5,2020,2024,3
2023,557-106,557-106_2023,Montebello WFP 2 Sedimentation Basins,Montebello WFP at 3901 Hillen Road,"Funds are needed to rehabilitate and repair concrete and structure of the Sedimentation Basins at Montebello WFP 2, and maintain operations functionality and performance reliability of aging systems critical to WFPs performance and permit compliance.",FY2023,Source,0,3006000,3300000,3300000,3300000,3300000,3300000,6306000,301   Water Revenue Bonds,301,Water Revenue Bonds,557,DPW: Water Supply,NA,TRUE,TRUE,2020,2024,,3,5,2020,2024,3
2023,557-106,557-106_2023,Montebello WFP 2 Sedimentation Basins,Montebello WFP at 3901 Hillen Road,"Funds are needed to rehabilitate and repair concrete and structure of the Sedimentation Basins at Montebello WFP 2, and maintain operations functionality and performance reliability of aging systems critical to WFPs performance and permit compliance.",FY2023,Source,0,2000000,2200000,2200000,2200000,2200000,2200000,4200000,700   County Grants,700,County Grants,557,DPW: Water Supply,NA,TRUE,TRUE,2020,2024,,3,5,2020,2024,3
2023,557-106,557-106_2023,Montebello WFP 2 Sedimentation Basins,Montebello WFP at 3901 Hillen Road,"Funds are needed to rehabilitate and repair concrete and structure of the Sedimentation Basins at Montebello WFP 2, and maintain operations functionality and performance reliability of aging systems critical to WFPs performance and permit compliance.",FY2023,Total,0,5006000,5500000,5500000,5500000,5500000,5500000,10506000,NA,NA,NA,557,DPW: Water Supply,NA,TRUE,TRUE,2020,2024,,3,5,2020,2024,3
2023,557-148,557-148_2023,WC-1292 WM Replacement Belair Rd Vicinity,Belair Rd Vicinity,"This project contributes towards the Director's 15-mile water main replacement and rehabilitation per year initiative. Water main replacement of approximately 16,607 LF in the Belair Road neighborhood.",FY2023,Source,0,162000,8118000,8118000,8118000,8118000,8118000,8280000,301   Water Revenue Bonds,301,Water Revenue Bonds,557,DPW: Water Supply,WC1292,TRUE,TRUE,2021,2023,,2,3,2021,2023,2
2023,557-148,557-148_2023,WC-1292 WM Replacement Belair Rd Vicinity,Belair Rd Vicinity,"This project contributes towards the Director's 15-mile water main replacement and rehabilitation per year initiative. Water main replacement of approximately 16,607 LF in the Belair Road neighborhood.",FY2023,Total,0,162000,8118000,8118000,8118000,8118000,8118000,8280000,NA,NA,NA,557,DPW: Water Supply,WC1292,TRUE,TRUE,2021,2023,,2,3,2021,2023,2
2023,557-152,557-152_2023,WC-1315 Hillen & Pen Lucy North WM Replacements,Hillen & Pen Lucy North,"Water main replacement part of Director' 15 miles per year initiative. Approximately 24,350 ± linear feet of 8-inch diameter ductile iron pipe (DIP) water main and fittings.",FY2023,Source,0,356000,21155000,21155000,21155000,21155000,21155000,21511000,301   Water Revenue Bonds,301,Water Revenue Bonds,557,DPW: Water Supply,WC1315,TRUE,TRUE,2021,2023,,2,3,2023,2023,1
2023,557-152,557-152_2023,WC-1315 Hillen & Pen Lucy North WM Replacements,Hillen & Pen Lucy North,"Water main replacement part of Director' 15 miles per year initiative. Approximately 24,350 ± linear feet of 8-inch diameter ductile iron pipe (DIP) water main and fittings.",FY2023,Total,0,356000,21155000,21155000,21155000,21155000,21155000,21511000,NA,NA,NA,557,DPW: Water Supply,WC1315,TRUE,TRUE,2021,2023,,2,3,2023,2023,1
2023,557-154,557-154_2023,"Conckling St., Russell St, & Vicinity WM Replacements","Pulaski, Conckling St., Russell St, & Vicinity","Water main replacement part of Director 15 miles per year initiative. The work to be done under this Contract shall consist of approximately 12,000 LF of water mains and fittings.",FY2023,Source,0,0,10416000,10416000,10416000,10416000,10416000,10416000,301   Water Revenue Bonds,301,Water Revenue Bonds,557,DPW: Water Supply,NA,FALSE,FALSE,2023,2023,,1,1,2023,2023,1
2023,557-154,557-154_2023,"Conckling St., Russell St, & Vicinity WM Replacements","Pulaski, Conckling St., Russell St, & Vicinity","Water main replacement part of Director 15 miles per year initiative. The work to be done under this Contract shall consist of approximately 12,000 LF of water mains and fittings.",FY2023,Total,0,0,10416000,10416000,10416000,10416000,10416000,10416000,NA,NA,NA,557,DPW: Water Supply,NA,FALSE,FALSE,2023,2023,,1,1,2023,2023,1
2023,557-187,557-187_2023,WC-1301 Replacement No. 3,Citywide,"Replaces WC-1301. Repair and pipe section replacement of large diameter water mains, primarily pre-stressed concrete cylinder pipe (PCCP) and large ferrous mains identified in Project 1201. Includes post tension tendon repair.",FY2023,Source,0,0,6934000,6934000,6934000,6934000,6934000,6934000,301   Water Revenue Bonds,301,Water Revenue Bonds,557,DPW: Water Supply,WC1301,FALSE,FALSE,2023,2023,,1,1,2023,2023,1
2023,557-187,557-187_2023,WC-1301 Replacement No. 3,Citywide,"Replaces WC-1301. Repair and pipe section replacement of large diameter water mains, primarily pre-stressed concrete cylinder pipe (PCCP) and large ferrous mains identified in Project 1201. Includes post tension tendon repair.",FY2023,Total,0,0,6934000,6934000,6934000,6934000,6934000,6934000,NA,NA,NA,557,DPW: Water Supply,WC1301,FALSE,FALSE,2023,2023,,1,1,2023,2023,1
