fiscal_year,cip_number,cip_year_id,filename,project_title,location,project_desc,amt_type,operating_impact_amt,appropriated_amt,agency_amt,planning_amt,bof_amt,boe_amt,bureau_program,bureau_name,contract_number
2009,520-715,520-715_2009,2009cp.pdf,Northeast Baltimore Drainage Improvements,Northeast Baltimore,"Study, design, and construct storm water system improvements in the Northeast part of Baltimore City to improve public safety and minimize property damage during significant storm events.",Total,NA,250000,NA,NA,NA,250000,NA,DPW: Storm Water Program,NA
2012,520-715,520-715_2012,2012cp.pdf,Northeast Baltimore Drainage Improvements,Northeast Baltimore,"Study, design, and construct storm water system improvements in the Northeast part of Baltimore City to improve public safety and minimize property damage during significant storm events.",Total,0,250000,NA,NA,NA,0,NA,DPW: Storm Water Program,NA
2012,520-716,520-716_2012,2012cp.pdf,City Wide Stormwater Infrastructure Construction,Various,"Construct projects City-wide that repair infrastructure, reduce failure of systems, manage stormwater, and mitigate flooding problems.",Total,0,0,NA,NA,NA,0,NA,DPW: Storm Water Program,NA
2009,520-933,520-933_2009,2009cp.pdf,Middle Branch Utility Infrastructure Study,Middle Branch section of the City,Study and develop a report in regard to the condition of the utility infrastructure in the Middle Branch area of the City.,Total,NA,0,NA,NA,NA,50000,NA,DPW: Storm Water Program,NA
2009,520-934,520-934_2009,2009cp.pdf,Cherry Hill Utility Infrastructure Study,Cherry Hill area of the City,Study and develop a report in regard to the condition of the utility infrastructure of the City in the Cherry Hill area.,Total,0,0,NA,NA,NA,0,NA,DPW: Storm Water Program,NA
2010,520-934,520-934_2010,2010cp.pdf,Cherry Hill Utility Infrastructure Study,Cherry Hill area of the City,Study and develop a report in regard to the condition of the utility infrastructure of the City in the Cherry Hill area.,Total,0,0,NA,NA,NA,0,NA,DPW: Storm Water Program,NA
2008,524-052,524-052_2008,2008cp.pdf,Baltimore Public Markets Improvements,"1700 Pennsylvania Ave, 1640 Aliceanna St, 1065 S Charles St, 26 S Arlington Ave, 2101 E Monument St","Five City markets are in need of essential improvements to roofs, HVAC, ventilation, steam coils, electrical systems, loading dock repairs, lighting, security cameras, drainage systems, floor tile, doors, painting and exterior repairs.",Total,0,630000,NA,NA,NA,300000,NA,Public Markets,NA
2009,524-052,524-052_2009,2009cp.pdf,Baltimore Public Markets Improvements,"1700 Pennsylvania Ave, 1640 Aliceanna St, 1065 S Charles St, 26 S Arlington Ave, 2101 E Monument St","Improve roofs, HVAC, ventilation, steam coils, electrical systems, loading dock repairs, lighting, security cameras, drainage systems, floor tile, doors, painting and exterior repairs at the five public markets.",Total,0,930000,NA,NA,NA,0,NA,Public Markets,NA
2008,525-351,525-351_2008,2008cp.pdf,East Stony Run Open Channel Improvements,East of Charles Street,Implement the construction of restoration alternatives for the stream and open channels with high erosion potential that threaten public and private property and post construction monitoring.,Total,NA,2000000,NA,NA,NA,0,NA,DPW: Pollution/Erosion Control,NA
2009,525-351,525-351_2009,2009cp.pdf,East Stony Run Open Channel Improvements Phase I,East of Charles Street,Design and construct restoration alternatives for the stream and open channels with high erosion potential that threaten public and private property and post construction monitoring.,Total,0,2000000,NA,NA,NA,0,NA,DPW: Pollution/Erosion Control,NA
2010,525-402,525-402_2010,2010cp.pdf,Study Impacts of Pending NPDES Regulations,Citywide,"Study the impact of pending NPDES regulations on the management, restoration, and protection of the City`s streams and open drainage channels.",Total,NA,0,NA,NA,NA,100000,NA,DPW: Pollution/Erosion Control,NA
2011,525-403,525-403_2011,2011cp.pdf,Urgent Needs Streambed Repair,Various,Repair and restore severe damage to streambeds caused by storms. Construct small Best Management Practices to mitigate storm damage.,Total,0,0,NA,NA,NA,0,NA,DPW: Pollution/Erosion Control,NA
2012,525-403,525-403_2012,2012cp.pdf,Urgent Needs Streambed Repair,Various,Repair and restore streambeds severely damaged by storms. Construct small Best Management Practices to mitigate future storm damage.,Total,0,0,NA,NA,NA,54000,NA,DPW: Pollution/Erosion Control,NA
2011,525-404,525-404_2011,2011cp.pdf,Neighborhood Greening Project -WS 263,Various,"Design and construct eight innovative, proven stormwater cleaning systems (""best management practices"" - BMP`s). The project locations were identified in the Watershed 263 Plan. The projects are important and are approved techniques to reach the require",Total,0,0,NA,NA,NA,0,NA,DPW: Pollution/Erosion Control,NA
2012,525-404,525-404_2012,2012cp.pdf,Neighborhood Greening Project -,Various,"Design and install new and innovative Urban Environmental Site Design (ESD) Best Management Practices (BMP) which decrease stormwater runoff volume, and thus pollutant loads, while enhancing beauty and aesthetic value of surroundings.",Total,0,0,NA,NA,NA,428000,NA,DPW: Pollution/Erosion Control,NA
2013,525-404,525-404_2013,2013cp.pdf,NA,NA,"Design and install new and innovative Urban Environmental Site Design (ESD) Best Management Practices (BMP) which decrease stormwater runoff volume, and thus pollutant loads, while enhancing beauty and aesthetic value of surroundings.",Total,NA,428000,NA,NA,NA,200000,NA,DPW: Pollution/Erosion Control,NA
2011,525-405,525-405_2011,2011cp.pdf,Citywide Stream Restoration,Various,"Restore streambed in Biddison Run, Chinquapin Run, Lower Stony Run Phase II, Western Run and other locations as required by its MDE/EPA NPDES Permit to restore polluted streamwater to measurable fishable and swimable conditions.",Total,0,0,NA,NA,NA,0,NA,DPW: Pollution/Erosion Control,NA
2012,525-405,525-405_2012,2012cp.pdf,Citywide Stream Restoration,Various,"Restore streambeds in Lower Moore`s Run, Biddison Run, Powder Mill Run, Chinquapin Run, Lower Stony Run, and other locations as required by the MDE/EPA NPDES Permit to restore polluted stream water to measurable fishable and swimmable conditions.",Total,0,0,NA,NA,NA,5999000,NA,DPW: Pollution/Erosion Control,NA
2013,525-405,525-405_2013,2013cp.pdf,NA,NA,"Restore streambeds in Lower Moore`s Run, Biddison Run, Powder Mill Run, Chinquapin Run, Lower Stony Run, and other locations as required by the MDE/EPA NPDES Permit to restore polluted stream water to measurable fishable and swimmable conditions.",Total,NA,5999000,NA,NA,NA,1500000,NA,DPW: Pollution/Erosion Control,NA
2012,525-406,525-406_2012,2012cp.pdf,Impervious Removal/Greening,Various,"Remove impervious surfaces at various Baltimore City Public Schools, such as Northwood Elementary and Arundel Elementary/Middle School.",Total,0,0,NA,NA,NA,75000,NA,DPW: Pollution/Erosion Control,NA
2012,525-407,525-407_2012,2012cp.pdf,Large Stormwater BMP,Various,Identify optimum locations and construct large stormwater ponds/wetland projects.,Total,0,0,NA,NA,NA,4285000,NA,DPW: Pollution/Erosion Control,NA
2012,525-408,525-408_2012,2012cp.pdf,Trash Interceptor Catch Basin Inserts,Various,Identify suitable locations and install catch basin inserts to intercept and remove water-borne trash.,Total,0,0,NA,NA,NA,0,NA,DPW: Pollution/Erosion Control,NA
2008,525-449,525-449_2008,2008cp.pdf,Jones Falls Debris Collector,Jones Falls,This project would result in the purchase and installation of several trash and debris collectors in the Jones Falls watershed.,Total,NA,200000,NA,NA,NA,600000,NA,DPW: Pollution/Erosion Control,NA
2009,525-449,525-449_2009,2009cp.pdf,Baltimore Harbor-Middle Branch Debris Collector,Baltimore Harbor-Middle Branch,Purchase and install several trash and debris collectors in the Harbor-Middle Branch watershed using Maryland Port Administration (MPA) mitigation funds.,Total,NA,800000,NA,NA,NA,600000,NA,DPW: Pollution/Erosion Control,NA
2010,525-449,525-449_2010,2010cp.pdf,Baltimore Harbor-Middle Branch Debris Collector,Baltimore Harbor-Middle Branch,This project is being designed by DPW so that it can obtain mitigation funding from the Maryland Port Administration. The project will remove and capture trash before it enters the harbor.,Total,0,1400000,NA,NA,NA,130000,NA,DPW: Pollution/Erosion Control,NA
2011,525-449,525-449_2011,2011cp.pdf,Baltimore Harbor Debris Collectors,Baltimore Harbor-Middle Branch,Identify optimum locations for large stormwater outfalls. Design and install Best Management Practice (BMP) trash and debris collectors in those prioritized locations.,Total,0,1530000,NA,NA,NA,0,NA,DPW: Pollution/Erosion Control,NA
2012,525-449,525-449_2012,2012cp.pdf,Baltimore Harbor Debris Collectors,Baltimore Harbor-Middle Branch,"Identify optimum large stormwater outfall locations, design, and install Best Management Practice trash and debris collectors.",Total,0,1530000,NA,NA,NA,1135000,NA,DPW: Pollution/Erosion Control,NA
2013,525-449,525-449_2013,2013cp.pdf,NA,NA,"Identify optimum large stormwater outfall locations, design, and install Best Management Practice trash and debris collectors.",Total,NA,2665000,NA,NA,NA,1182000,NA,DPW: Pollution/Erosion Control,NA
2008,525-646,525-646_2008,2008cp.pdf,Stream & Watershed Restoration Study,Citywide,This project will develop comprehensive stream and watershed restoration plans for targeted watersheds identified under the National Pollutant Discharge Elimination System permit for stormwater.,Total,NA,500000,NA,NA,NA,100000,NA,DPW: Pollution/Erosion Control,NA
2009,525-646,525-646_2009,2009cp.pdf,Watershed Restoration Study,Citywide,Develop comprehensive stream and watershed restoration plans for targeted watersheds identified under the National Pollutant Discharge Elimination System (NPDES) permit for stormwater.,Total,NA,600000,NA,NA,NA,120000,NA,DPW: Pollution/Erosion Control,NA
2010,525-646,525-646_2010,2010cp.pdf,Watershed Restoration Study,Citywide,These funds will be used to update and consolidate watershed management plans to demonstrate how the City will meet specific waste load allocations in the pending Stormwater Permit.,Total,0,720000,NA,NA,NA,100000,NA,DPW: Pollution/Erosion Control,NA
2008,525-649,525-649_2008,2008cp.pdf,Upper Moore`s Run Stream Restoration Project,Moore`s Run Stream between Radecke Ave. and Interstate I-895,"Unstable Herring Run Streams have degraded water quality, affected bio-habitats severely threatened public and private property due to bank erosion and lateral migration. This project will help the City meet its requirement under the NPDES permit.",Total,NA,0,NA,NA,NA,0,NA,DPW: Pollution/Erosion Control,NA
2009,525-649,525-649_2009,2009cp.pdf,Upper Moore`s Run Stream Restoration Project,Moore`s Run Stream between Radecke Ave. and Interstate I-895,Design and implement prioritized areas identified in the stream and watershed restoration plan and open channel database required under the National Pollutant Discharge Elimination System (NPDES) permit for stormwater.,Total,0,0,NA,NA,NA,250000,NA,DPW: Pollution/Erosion Control,NA
2010,525-649,525-649_2010,2010cp.pdf,Lower Moore`s Run Stream Restoration Project,Moore`s Run Stream between Radecke Ave. and Interstate I-895,Funds will be used to restore and stabilize the stream bank upstream of the proposed Moores Run Wetland. Existing stream erosion will threaten the structural integrity of the wetlands. This restoration also helps the City meet its permit requirements.,Total,0,250000,NA,NA,NA,150000,NA,DPW: Pollution/Erosion Control,NA
2008,525-702,525-702_2008,2008cp.pdf,Maidens Choice Environmental Restoration Project 2 (Beech Field),Maidens Choice Run,"Unstable Maidens Choice Run Streams have degraded water quality, affected bio-habitats and severely threatened public and private property due to bank erosion and lateral migration. This project will help the City meet its NPDES Permit requirements.",Total,NA,0,NA,NA,NA,1700000,NA,DPW: Pollution/Erosion Control,NA
2008,525-703,525-703_2008,2008cp.pdf,Powder Mill Run Stream Restoration - Phase II,Powder Mill Run,"Unstable Powder Mill Run Streams have degraded water quality, affected bio-habitats and severely threatened public and private property due to bank erosion and lateral migration. This project will help the City meet its NPDES Permit requirements.",Total,NA,0,NA,NA,NA,0,NA,DPW: Pollution/Erosion Control,NA
2009,525-703,525-703_2009,2009cp.pdf,Powder Mill Run Stream Restoration - Phase II,Powder Mill Run,Design and implement prioritized areas identified in the open channel database required under the NPDES Permit for stormwater.,Total,0,0,NA,NA,NA,0,NA,DPW: Pollution/Erosion Control,NA
2010,525-703,525-703_2010,2010cp.pdf,Powder Mill Run Stream Restoration - Phase II,Powder Mill Run,This is the second phase of the Powder Mill Run Stream Restoration Project which will target another stream reach in Powder Mill Run to compliment the ongoing project. This project was identified in the Gwynns Falls watershed plan.,Total,0,0,NA,NA,NA,0,NA,DPW: Pollution/Erosion Control,NA
2008,525-704,525-704_2008,2008cp.pdf,Upper Moore`s Run Stream Restoration Project II,Upper Moore`s Run,"Unstable Herring Run Streams have degraded water quality, affected bio-habitats and severely threatened public and private property due to bank erosion and lateral migration. This project will help the City meet its NPDES Permit requirements.",Total,NA,0,NA,NA,NA,0,NA,DPW: Pollution/Erosion Control,NA
2009,525-704,525-704_2009,2009cp.pdf,Upper Moore`s Run Stream Restoration Project II,Upper Moore`s Run,Design and implement prioritized areas identified in the open channel database required under the NPDES Permit for stormwater.,Total,0,0,NA,NA,NA,0,NA,DPW: Pollution/Erosion Control,NA
